Question,Formatted Prompt,Generated Text,Predicted Answer
Which threat group is known for hijacking legitimate application-specific startup scripts for persistence using technique T1037 (Boot or Logon Initialization Scripts) on the Enterprise platform?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which threat group is known for hijacking legitimate application-specific startup scripts for persistence using technique T1037 (Boot or Logon Initialization Scripts) on the Enterprise platform?  **Options:** A) Rocke B) APT29 C) RotaJakiro D) None of the above  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which threat group is known for hijacking legitimate application-specific startup scripts for persistence using technique T1037 (Boot or Logon Initialization Scripts) on the Enterprise platform?
Option A: Rocke
Option B: APT29
Option C: RotaJakiro
Option D: None of the above
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which threat group is known for hijacking legitimate application-specific startup scripts for persistence using technique T1037 (Boot or Logon Initialization Scripts) on the Enterprise platform?  **Options:** A) Rocke B) APT29 C) RotaJakiro D) None of the above  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which threat group is known for hijacking legitimate application-specific startup scripts for persistence using technique T1037 (Boot or Logon Initialization Scripts) on the Enterprise platform?
Option A: Rocke
Option B: APT29
Option C: RotaJakiro
Option D: None of the above
Answer: B",B
Which mitigation strategy involves ensuring proper permission settings for registry keys to prevent unauthorized modifications to logon scripts on the Enterprise platform?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves ensuring proper permission settings for registry keys to prevent unauthorized modifications to logon scripts on the Enterprise platform?  **Options:** A) Restrict File and Directory Permissions B) Network Segmentation C) Restrict Registry Permissions D) User Training  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy involves ensuring proper permission settings for registry keys to prevent unauthorized modifications to logon scripts on the Enterprise platform?
Option A: Restrict File and Directory Permissions
Option B: Network Segmentation
Option C: Restrict Registry Permissions
Option D: User Training
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy involves ensuring proper permission settings for registry keys to prevent unauthorized modifications to logon scripts on the Enterprise platform?  **Options:** A) Restrict File and Directory Permissions B) Network Segmentation C) Restrict Registry Permissions D) User Training  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy involves ensuring proper permission settings for registry keys to prevent unauthorized modifications to logon scripts on the Enterprise platform?
Option A: Restrict File and Directory Permissions
Option B: Network Segmentation
Option C: Restrict Registry Permissions
Option D: User Training
Answer: C",C
Monitoring which data source can help detect unauthorized modifications to logon scripts in the Active Directory as part of defending against technique T1037 (Boot or Logon Initialization Scripts)?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Monitoring which data source can help detect unauthorized modifications to logon scripts in the Active Directory as part of defending against technique T1037 (Boot or Logon Initialization Scripts)?  **Options:** A) Process files and modifications B) Command and arguments C) File creation and modification D) Active Directory object modification  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Monitoring which data source can help detect unauthorized modifications to logon scripts in the Active Directory as part of defending against technique T1037 (Boot or Logon Initialization Scripts)?
Option A: Process files and modifications
Option B: Command and arguments
Option C: File creation and modification
Option D: Active Directory object modification
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Monitoring which data source can help detect unauthorized modifications to logon scripts in the Active Directory as part of defending against technique T1037 (Boot or Logon Initialization Scripts)?  **Options:** A) Process files and modifications B) Command and arguments C) File creation and modification D) Active Directory object modification  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Monitoring which data source can help detect unauthorized modifications to logon scripts in the Active Directory as part of defending against technique T1037 (Boot or Logon Initialization Scripts)?
Option A: Process files and modifications
Option B: Command and arguments
Option C: File creation and modification
Option D: Active Directory object modification
Answer: D",D
Which technique ID refers to adversaries creating cloud instances in unused geographic service regions to evade detection in MITRE ATT&CK?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which technique ID refers to adversaries creating cloud instances in unused geographic service regions to evade detection in MITRE ATT&CK?  **Options:** A) T1533: Data from Local System B) T1562: Impair Defenses C) T1535: Unused/Unsupported Cloud Regions D) T1547: Boot or Logon Autostart Execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which technique ID refers to adversaries creating cloud instances in unused geographic service regions to evade detection in MITRE ATT&CK?
Option A: T1533: Data from Local System
Option B: T1562: Impair Defenses
Option C: T1535: Unused/Unsupported Cloud Regions
Option D: T1547: Boot or Logon Autostart Execution
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which technique ID refers to adversaries creating cloud instances in unused geographic service regions to evade detection in MITRE ATT&CK?  **Options:** A) T1533: Data from Local System B) T1562: Impair Defenses C) T1535: Unused/Unsupported Cloud Regions D) T1547: Boot or Logon Autostart Execution  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which technique ID refers to adversaries creating cloud instances in unused geographic service regions to evade detection in MITRE ATT&CK?
Option A: T1533: Data from Local System
Option B: T1562: Impair Defenses
Option C: T1535: Unused/Unsupported Cloud Regions
Option D: T1547: Boot or Logon Autostart Execution
Answer: C
",C
"In the context of MITRE ATT&CK, which mitigation strategy is recommended to prevent adversaries from utilizing unused cloud regions for Defense Evasion?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK, which mitigation strategy is recommended to prevent adversaries from utilizing unused cloud regions for Defense Evasion?  **Options:** A) Deactivate unused regions in the cloud provider. B) Enable all advanced detection services across all regions. C) Increase the number of regions under surveillance. D) Limit account access to cloud management systems.  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: In the context of MITRE ATT&CK, which mitigation strategy is recommended to prevent adversaries from utilizing unused cloud regions for Defense Evasion?
Option A: Deactivate unused regions in the cloud provider.
Option B: Enable all advanced detection services across all regions.
Option C: Increase the number of regions under surveillance.
Option D: Limit account access to cloud management systems.
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** In the context of MITRE ATT&CK, which mitigation strategy is recommended to prevent adversaries from utilizing unused cloud regions for Defense Evasion?  **Options:** A) Deactivate unused regions in the cloud provider. B) Enable all advanced detection services across all regions. C) Increase the number of regions under surveillance. D) Limit account access to cloud management systems.  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: In the context of MITRE ATT&CK, which mitigation strategy is recommended to prevent adversaries from utilizing unused cloud regions for Defense Evasion?
Option A: Deactivate unused regions in the cloud provider.
Option B: Enable all advanced detection services across all regions.
Option C: Increase the number of regions under surveillance.
Option D: Limit account access to cloud management systems.
Answer: D",D
Which tactic does MITRE ATT&CK technique T1550.001 pertain to?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tactic does MITRE ATT&CK technique T1550.001 pertain to?  **Options:** A) Initial Access B) Persistence C) Defense Evasion D) nan  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tactic does MITRE ATT&CK technique T1550.001 pertain to?
Option A: Initial Access
Option B: Persistence
Option C: Defense Evasion
Option D: nan
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tactic does MITRE ATT&CK technique T1550.001 pertain to?  **Options:** A) Initial Access B) Persistence C) Defense Evasion D) nan  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tactic does MITRE ATT&CK technique T1550.001 pertain to?
Option A: Initial Access
Option B: Persistence
Option C: Defense Evasion
Option D: nan
Answer: C",C
What is the primary purpose of application access tokens as described in T1550.001?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is the primary purpose of application access tokens as described in T1550.001?  **Options:** A) To directly store user credentials B) To make authorized API requests on behalf of a user or service C) To serve as alternative passwords for user accounts D) To encrypt sensitive user data  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What is the primary purpose of application access tokens as described in T1550.001?
Option A: To directly store user credentials
Option B: To make authorized API requests on behalf of a user or service
Option C: To serve as alternative passwords for user accounts
Option D: To encrypt sensitive user data
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is the primary purpose of application access tokens as described in T1550.001?  **Options:** A) To directly store user credentials B) To make authorized API requests on behalf of a user or service C) To serve as alternative passwords for user accounts D) To encrypt sensitive user data  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What is the primary purpose of application access tokens as described in T1550.001?
Option A: To directly store user credentials
Option B: To make authorized API requests on behalf of a user or service
Option C: To serve as alternative passwords for user accounts
Option D: To encrypt sensitive user data
Answer: B",B
Which OAuth-related action can an adversary perform using a compromised access token in cloud-based email services?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which OAuth-related action can an adversary perform using a compromised access token in cloud-based email services?  **Options:** A) Generate new access tokens B) Encrypt communications C) Perform REST API functions such as email searching and contact enumeration D) Disable two-factor authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which OAuth-related action can an adversary perform using a compromised access token in cloud-based email services?
Option A: Generate new access tokens
Option B: Encrypt communications
Option C: Perform REST API functions such as email searching and contact enumeration
Option D: Disable two-factor authentication
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which OAuth-related action can an adversary perform using a compromised access token in cloud-based email services?  **Options:** A) Generate new access tokens B) Encrypt communications C) Perform REST API functions such as email searching and contact enumeration D) Disable two-factor authentication  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which OAuth-related action can an adversary perform using a compromised access token in cloud-based email services?
Option A: Generate new access tokens
Option B: Encrypt communications
Option C: Perform REST API functions such as email searching and contact enumeration
Option D: Disable two-factor authentication
Answer: D",D
"During the SolarWinds Compromise (C0024), what specific method did APT29 use to make changes to the Office 365 environment?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** During the SolarWinds Compromise (C0024), what specific method did APT29 use to make changes to the Office 365 environment?  **Options:** A) Exploiting zero-day vulnerabilities B) Crafting spear-phishing emails C) Using compromised service principals D) Intercepting network traffic  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: During the SolarWinds Compromise (C0024), what specific method did APT29 use to make changes to the Office 365 environment?
Option A: Exploiting zero-day vulnerabilities
Option B: Crafting spear-phishing emails
Option C: Using compromised service principals
Option D: Intercepting network traffic
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** During the SolarWinds Compromise (C0024), what specific method did APT29 use to make changes to the Office 365 environment?  **Options:** A) Exploiting zero-day vulnerabilities B) Crafting spear-phishing emails C) Using compromised service principals D) Intercepting network traffic  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: During the SolarWinds Compromise (C0024), what specific method did APT29 use to make changes to the Office 365 environment?
Option A: Exploiting zero-day vulnerabilities
Option B: Crafting spear-phishing emails
Option C: Using compromised service principals
Option D: Intercepting network traffic
Answer: D
",D
Which mitigation strategy advises the use of token binding to cryptographically secure an application access token?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy advises the use of token binding to cryptographically secure an application access token?  **Options:** A) Application Developer Guidance (M1013) B) Encrypt Sensitive Information (M1041) C) Restrict Web-Based Content (M1021) D) Audit (M1047)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy advises the use of token binding to cryptographically secure an application access token?
Option A: Application Developer Guidance (M1013)
Option B: Encrypt Sensitive Information (M1041)
Option C: Restrict Web-Based Content (M1021)
Option D: Audit (M1047)
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy advises the use of token binding to cryptographically secure an application access token?  **Options:** A) Application Developer Guidance (M1013) B) Encrypt Sensitive Information (M1041) C) Restrict Web-Based Content (M1021) D) Audit (M1047)  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy advises the use of token binding to cryptographically secure an application access token?
Option A: Application Developer Guidance (M1013)
Option B: Encrypt Sensitive Information (M1041)
Option C: Restrict Web-Based Content (M1021)
Option D: Audit (M1047)
Answer: A",A
"According to Detection insights for T1550.001, what activity should be monitored to detect misuse of application access tokens?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to Detection insights for T1550.001, what activity should be monitored to detect misuse of application access tokens?  **Options:** A) File transfer logs B) Network traffic patterns C) Web Credential Usage D) User login attempts  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to Detection insights for T1550.001, what activity should be monitored to detect misuse of application access tokens?
Option A: File transfer logs
Option B: Network traffic patterns
Option C: Web Credential Usage
Option D: User login attempts
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to Detection insights for T1550.001, what activity should be monitored to detect misuse of application access tokens?  **Options:** A) File transfer logs B) Network traffic patterns C) Web Credential Usage D) User login attempts  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to Detection insights for T1550.001, what activity should be monitored to detect misuse of application access tokens?
Option A: File transfer logs
Option B: Network traffic patterns
Option C: Web Credential Usage
Option D: User login attempts
Answer: C
",C
What is the purpose of the Pass the Hash technique (T1550.002) in cyber threat intelligence?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is the purpose of the Pass the Hash technique (T1550.002) in cyber threat intelligence?  **Options:** A) To encrypt the authentication channel used in communications B) To authenticate as a user without having access to their cleartext password C) To intercept and manipulate network traffic D) To encrypt stored password hashes  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What is the purpose of the Pass the Hash technique (T1550.002) in cyber threat intelligence?
Option A: To encrypt the authentication channel used in communications
Option B: To authenticate as a user without having access to their cleartext password
Option C: To intercept and manipulate network traffic
Option D: To encrypt stored password hashes
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What is the purpose of the Pass the Hash technique (T1550.002) in cyber threat intelligence?  **Options:** A) To encrypt the authentication channel used in communications B) To authenticate as a user without having access to their cleartext password C) To intercept and manipulate network traffic D) To encrypt stored password hashes  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What is the purpose of the Pass the Hash technique (T1550.002) in cyber threat intelligence?
Option A: To encrypt the authentication channel used in communications
Option B: To authenticate as a user without having access to their cleartext password
Option C: To intercept and manipulate network traffic
Option D: To encrypt stored password hashes
Answer: B",B
Which of the following groups has used tools such as Mimikatz for lateral movement via captured password hashes according to MITRE ATT&CK?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following groups has used tools such as Mimikatz for lateral movement via captured password hashes according to MITRE ATT&CK?  **Options:** A) APT29 B) APT41 C) APT33 D) APT32  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which of the following groups has used tools such as Mimikatz for lateral movement via captured password hashes according to MITRE ATT&CK?
Option A: APT29
Option B: APT41
Option C: APT33
Option D: APT32
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which of the following groups has used tools such as Mimikatz for lateral movement via captured password hashes according to MITRE ATT&CK?  **Options:** A) APT29 B) APT41 C) APT33 D) APT32  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which of the following groups has used tools such as Mimikatz for lateral movement via captured password hashes according to MITRE ATT&CK?
Option A: APT29
Option B: APT41
Option C: APT33
Option D: APT32
Answer: C",C
How does 'Overpass the Hash' differ from 'Pass the Hash'?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does 'Overpass the Hash' differ from 'Pass the Hash'?  **Options:** A) It introduces encryption to communications B) It uses the password hash to create a Kerberos ticket C) It only works on Linux systems D) It requires re-authentication every session  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: How does 'Overpass the Hash' differ from 'Pass the Hash'?
Option A: It introduces encryption to communications
Option B: It uses the password hash to create a Kerberos ticket
Option C: It only works on Linux systems
Option D: It requires re-authentication every session
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** How does 'Overpass the Hash' differ from 'Pass the Hash'?  **Options:** A) It introduces encryption to communications B) It uses the password hash to create a Kerberos ticket C) It only works on Linux systems D) It requires re-authentication every session  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: How does 'Overpass the Hash' differ from 'Pass the Hash'?
Option A: It introduces encryption to communications
Option B: It uses the password hash to create a Kerberos ticket
Option C: It only works on Linux systems
Option D: It requires re-authentication every session
Answer: B",B
What Windows Security event ID may indicate the use of Pass the Hash for lateral movement between workstations?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What Windows Security event ID may indicate the use of Pass the Hash for lateral movement between workstations?  **Options:** A) 4662 B) 4624 C) 4672 D) 4769  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What Windows Security event ID may indicate the use of Pass the Hash for lateral movement between workstations?
Option A: 4662
Option B: 4624
Option C: 4672
Option D: 4769
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** What Windows Security event ID may indicate the use of Pass the Hash for lateral movement between workstations?  **Options:** A) 4662 B) 4624 C) 4672 D) 4769  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: What Windows Security event ID may indicate the use of Pass the Hash for lateral movement between workstations?
Option A: 4662
Option B: 4624
Option C: 4672
Option D: 4769
Answer: C
",C
Which mitigation strategy could help prevent the effectiveness of Pass the Hash attacks?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy could help prevent the effectiveness of Pass the Hash attacks?  **Options:** A) Malware protection B) Intrusion detection C) Privileged Account Management D) Antivirus software  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy could help prevent the effectiveness of Pass the Hash attacks?
Option A: Malware protection
Option B: Intrusion detection
Option C: Privileged Account Management
Option D: Antivirus software
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which mitigation strategy could help prevent the effectiveness of Pass the Hash attacks?  **Options:** A) Malware protection B) Intrusion detection C) Privileged Account Management D) Antivirus software  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which mitigation strategy could help prevent the effectiveness of Pass the Hash attacks?
Option A: Malware protection
Option B: Intrusion detection
Option C: Privileged Account Management
Option D: Antivirus software
Answer: D
",D
Which tool is capable of performing Pass the Hash on x64 versions of compromised machines according to MITRE ATT&CK?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool is capable of performing Pass the Hash on x64 versions of compromised machines according to MITRE ATT&CK?  **Options:** A) Mimikatz B) CrackMapExec C) BADHATCH D) Cobalt Strike  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tool is capable of performing Pass the Hash on x64 versions of compromised machines according to MITRE ATT&CK?
Option A: Mimikatz
Option B: CrackMapExec
Option C: BADHATCH
Option D: Cobalt Strike
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Which tool is capable of performing Pass the Hash on x64 versions of compromised machines according to MITRE ATT&CK?  **Options:** A) Mimikatz B) CrackMapExec C) BADHATCH D) Cobalt Strike  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Which tool is capable of performing Pass the Hash on x64 versions of compromised machines according to MITRE ATT&CK?
Option A: Mimikatz
Option B: CrackMapExec
Option C: BADHATCH
Option D: Cobalt Strike
Answer: C
",C
Under which scenario can a Silver Ticket be utilized based on MITRE ATT&CK T1550.003?,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Under which scenario can a Silver Ticket be utilized based on MITRE ATT&CK T1550.003?  **Options:** A) It can access all resources in a domain B) It is used to request service tickets for other resources C) It allows access to a specific resource D) It involves the use of NTLM password hash  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Under which scenario can a Silver Ticket be utilized based on MITRE ATT&CK T1550.003?
Option A: It can access all resources in a domain
Option B: It is used to request service tickets for other resources
Option C: It allows access to a specific resource
Option D: It involves the use of NTLM password hash
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** Under which scenario can a Silver Ticket be utilized based on MITRE ATT&CK T1550.003?  **Options:** A) It can access all resources in a domain B) It is used to request service tickets for other resources C) It allows access to a specific resource D) It involves the use of NTLM password hash  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: Under which scenario can a Silver Ticket be utilized based on MITRE ATT&CK T1550.003?
Option A: It can access all resources in a domain
Option B: It is used to request service tickets for other resources
Option C: It allows access to a specific resource
Option D: It involves the use of NTLM password hash
Answer: B
",B
"According to MITRE ATT&CK T1550.003, what specific method does Mimikatz use to extract the krbtgt account hash?","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK T1550.003, what specific method does Mimikatz use to extract the krbtgt account hash?  **Options:** A) EVENT::DCSync B) DCOM::DUMP C) LSADUMP::DCSync D) PTT::EXTRACT  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to MITRE ATT&CK T1550.003, what specific method does Mimikatz use to extract the krbtgt account hash?
Option A: EVENT::DCSync
Option B: DCOM::DUMP
Option C: LSADUMP::DCSync
Option D: PTT::EXTRACT
Answer:","You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D.  **Question:** According to MITRE ATT&CK T1550.003, what specific method does Mimikatz use to extract the krbtgt account hash?  **Options:** A) EVENT::DCSync B) DCOM::DUMP C) LSADUMP::DCSync D) PTT::EXTRACT  **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text. 
Question: According to MITRE ATT&CK T1550.003, what specific method does Mimikatz use to extract the krbtgt account hash?
Option A: EVENT::DCSync
Option B: DCOM::DUMP
Option C: LSADUMP::DCSync
Option D: PTT::EXTRACT
Answer: B",B
